Sherlock	PROPN	Sherlock
companion	NOUN	companion
which	DET	which
made	VERB	make
him	PRON	he
the	DET	the
last	ADJ	last
man	NOUN	man
with	ADP	with
whom	PRON	whom
one	PRON	one
would	AUX	would
care	VERB	care
to	PART	to
take	VERB	take
anything	PRON	anything
approaching	VERB	approach
to	ADP	to
a	DET	a
liberty	NOUN	liberty
.	PUNCT	.
His	PRON	his
great	ADJ	great
powers	NOUN	power
,	PUNCT	,
his	PRON	his
masterly	ADJ	masterly
manner	NOUN	manner
,	PUNCT	,
and	CCONJ	and
the	DET	the
experience	NOUN	experience
which	DET	which
I	PRON	I
had	AUX	have
had	VERB	have
of	ADP	of
his	PRON	his
many	ADJ	many
extraordinary	ADJ	extraordinary
qualities	NOUN	quality
,	PUNCT	,
all	DET	all
made	VERB	make
me	PRON	I
diffident	VERB	diffident
and	CCONJ	and
backward	ADJ	backward
in	ADP	in
crossing	VERB	cross
him	PRON	he
.	PUNCT	.
Yet	CCONJ	yet
upon	SCONJ	upon
that	DET	that
afternoon	NOUN	afternoon
,	PUNCT	,
whether	SCONJ	whether
it	PRON	it
was	VERB	be
the	DET	the
Beaune	PROPN	Beaune
which	DET	which
I	PRON	I
had	AUX	have
taken	VERB	take
with	ADP	with
my	PRON	my
lunch	NOUN	lunch
,	PUNCT	,
or	CCONJ	or
the	DET	the
additional	ADJ	additional
exasperation	NOUN	exasperation
produced	VERB	produce
by	ADP	by
the	DET	the
extreme	ADJ	extreme
deliberation	NOUN	deliberation
of	ADP	of
his	PRON	his
manner	NOUN	manner
,	PUNCT	,
I	PRON	I
suddenly	ADV	suddenly
felt	VERB	feel
that	SCONJ	that
I	PRON	I
could	AUX	could
hold	VERB	hold
out	ADP	out
no	ADV	no
longer	ADV	long
.	PUNCT	.
"""Which"	PUNCT	"""Which"
is	AUX	be
it	PRON	it
to	ADP	to
-	PUNCT	-
day	NOUN	day
?	PUNCT	?
""""	PUNCT	""""
I	PRON	I
asked	VERB	ask
,	PUNCT	,
---	PUNCT	---
""""	PUNCT	""""
morphine	NOUN	morphine
or	CCONJ	or
"cocaine?""He"	NOUN	"cocaine?""he"
raised	VERB	raise
his	PRON	his
eyes	NOUN	eye
languidly	ADV	languidly
from	ADP	from
the	DET	the
old	ADJ	old
black	ADJ	black
-	PUNCT	-
letter	NOUN	letter
volume	NOUN	volume
which	DET	which
he	PRON	he
had	AUX	have
opened	VERB	open
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
is	AUX	be
cocaine	NOUN	cocaine
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
---	PUNCT	---
""""	PUNCT	""""
a	DET	a
seven	NUM	seven
-	PUNCT	-
per	ADP	per
-	PUNCT	-
cent	NOUN	cent
.	PUNCT	.
solution	NOUN	solution
.	PUNCT	.
Would	AUX	would
you	PRON	you
care	VERB	care
to	PART	to
try	VERB	try
"it?""""No"	NOUN	"it?""""No"
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
answered	VERB	answer
,	PUNCT	,
brusquely	ADV	brusquely
.	PUNCT	.
""""	PUNCT	""""
My	PRON	my
constitution	NOUN	constitution
has	AUX	have
not	PART	not
got	VERB	get
over	ADP	over
the	DET	the
Afghan	ADJ	afghan
campaign	NOUN	campaign
yet	ADV	yet
.	PUNCT	.
I	PRON	I
can	AUX	can
not	PART	not
afford	VERB	afford
to	PART	to
throw	VERB	throw
any	DET	any
extra	ADJ	extra
strain	NOUN	strain
upon	SCONJ	upon
it	PRON	it
.	PUNCT	.
"""He"	PROPN	"""He"
smiled	VERB	smile
at	ADP	at
my	PRON	my
vehemence	NOUN	vehemence
.	PUNCT	.
""""	PUNCT	""""
Perhaps	ADV	perhaps
you	PRON	you
are	AUX	be
right	ADJ	right
,	PUNCT	,
Watson	PROPN	Watson
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
suppose	VERB	suppose
that	SCONJ	that
its	PRON	its
influence	NOUN	influence
is	AUX	be
physically	ADV	physically
a	DET	a
bad	ADJ	bad
one	NOUN	one
.	PUNCT	.
I	PRON	I
find	VERB	find
it	PRON	it
,	PUNCT	,
however	ADV	however
,	PUNCT	,
so	ADV	so
transcendently	ADV	transcendently
stimulating	VERB	stimulate
and	CCONJ	and
clarifying	VERB	clarify
to	ADP	to
the	DET	the
mind	NOUN	mind
that	SCONJ	that
its	PRON	its
secondary	ADJ	secondary
action	NOUN	action
is	AUX	be
a	DET	a
matter	NOUN	matter
of	ADP	of
small	ADJ	small
moment	NOUN	moment
.	PUNCT	.
"""""But"	PUNCT	"""""But"
consider	VERB	consider
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
earnestly	ADV	earnestly
.	PUNCT	.
""""	PUNCT	""""
Count	VERB	count
the	DET	the
cost	NOUN	cost
!	PUNCT	!
Your	PRON	your
brain	NOUN	brain
may	AUX	may
,	PUNCT	,
as	ADP	as
you	PRON	you
say	VERB	say
,	PUNCT	,
be	AUX	be
roused	VERB	rouse
and	CCONJ	and
excited	ADJ	excited
,	PUNCT	,
but	CCONJ	but
it	PRON	it
is	VERB	be
a	DET	a
pathological	ADJ	pathological
and	CCONJ	and
morbid	ADJ	morbid
process	NOUN	process
,	PUNCT	,
which	DET	which
involves	VERB	involve
increased	VERB	increase
tissue	NOUN	tissue
-	PUNCT	-
change	NOUN	change
and	CCONJ	and
may	AUX	may
at	ADP	at
last	ADJ	last
leave	VERB	leave
a	DET	a
permanent	ADJ	permanent
weakness	NOUN	weakness
.	PUNCT	.
You	PRON	you
know	VERB	know
,	PUNCT	,
too	ADV	too
,	PUNCT	,
what	PRON	what
a	DET	a
black	ADJ	black
reaction	NOUN	reaction
comes	VERB	come
upon	SCONJ	upon
you	PRON	you
.	PUNCT	.
Surely	ADV	surely
the	DET	the
game	NOUN	game
is	AUX	be
hardly	ADV	hardly
worth	ADJ	worth
the	DET	the
candle	NOUN	candle
.	PUNCT	.
Why	ADV	why
should	AUX	should
you	PRON	you
,	PUNCT	,
for	ADP	for
a	DET	a
mere	ADJ	mere
passing	VERB	pass
pleasure	NOUN	pleasure
,	PUNCT	,
risk	VERB	risk
the	DET	the
loss	NOUN	loss
of	ADP	of
those	DET	those
great	ADJ	great
powers	NOUN	power
with	ADP	with
which	DET	which
you	PRON	you
have	AUX	have
been	AUX	be
endowed	VERB	endow
?	PUNCT	?
Remember	VERB	remember
that	SCONJ	that
I	PRON	I
speak	VERB	speak
not	PART	not
only	ADV	only
as	ADP	as
one	NUM	one
comrade	NOUN	comrade
to	ADP	to
another	DET	another
,	PUNCT	,
but	CCONJ	but
as	ADP	as
a	DET	a
medical	ADJ	medical
man	NOUN	man
to	ADP	to
one	NUM	one
for	ADP	for
whose	DET	whose
constitution	NOUN	constitution
he	PRON	he
is	VERB	be
to	ADP	to
some	DET	some
extent	NOUN	extent
answerable	ADJ	answerable
.	PUNCT	.
"""He"	PUNCT	"""He"
did	AUX	do
not	PART	not
seem	VERB	seem
offended	VERB	offend
.	PUNCT	.
On	ADP	on
the	DET	the
contrary	NOUN	contrary
,	PUNCT	,
he	PRON	he
put	VERB	put
his	PRON	his
finger	NOUN	finger
-	PUNCT	-
tips	NOUN	tip
together	ADV	together
and	CCONJ	and
leaned	VERB	lean
his	PRON	his
elbows	NOUN	elbow
on	ADP	on
the	DET	the
arms	NOUN	arm
of	ADP	of
his	PRON	his
chair	NOUN	chair
,	PUNCT	,
like	ADP	like
one	NUM	one
who	PRON	who
has	VERB	have
a	DET	a
relish	NOUN	relish
for	ADP	for
conversation	NOUN	conversation
.	PUNCT	.
"""My"	NOUN	"""my"
mind	NOUN	mind
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
rebels	NOUN	rebel
at	ADP	at
stagnation	NOUN	stagnation
.	PUNCT	.
Give	VERB	give
me	PRON	I
problems	NOUN	problem
,	PUNCT	,
give	VERB	give
me	PRON	I
work	NOUN	work
,	PUNCT	,
give	VERB	give
me	PRON	I
the	DET	the
most	ADV	most
abstruse	ADJ	abstruse
cryptogram	NOUN	cryptogram
or	CCONJ	or
the	DET	the
most	ADV	most
intricate	ADJ	intricate
analysis	NOUN	analysis
,	PUNCT	,
and	CCONJ	and
I	PRON	I
am	VERB	be
in	ADP	in
my	PRON	my
own	ADJ	own
proper	ADJ	proper
atmosphere	NOUN	atmosphere
.	PUNCT	.
I	PRON	I
can	AUX	can
dispense	VERB	dispense
then	ADV	then
with	ADP	with
artificial	ADJ	artificial
stimulants	NOUN	stimulant
.	PUNCT	.
But	CCONJ	but
I	PRON	I
abhor	VERB	abhor
the	DET	the
dull	ADJ	dull
routine	NOUN	routine
of	ADP	of
existence	NOUN	existence
.	PUNCT	.
I	PRON	I
crave	VERB	crave
for	ADP	for
mental	ADJ	mental
exaltation	NOUN	exaltation
.	PUNCT	.
That	DET	that
is	AUX	be
why	ADV	why
I	PRON	I
have	AUX	have
chosen	VERB	choose
my	PRON	my
own	ADJ	own
particular	ADJ	particular
profession	NOUN	profession
,	PUNCT	,
---	PUNCT	---
or	CCONJ	or
rather	ADV	rather
created	VERB	create
it	PRON	it
,	PUNCT	,
for	ADP	for
I	PRON	I
am	VERB	be
the	DET	the
only	ADJ	only
one	NUM	one
in	ADP	in
the	DET	the
world	NOUN	world
.	PUNCT	.
"""""The"	PUNCT	"""""The"
only	ADV	only
unofficial	ADJ	unofficial
detective	NOUN	detective
?	PUNCT	?
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
raising	VERB	raise
my	PRON	my
eyebrows	NOUN	eyebrow
.	PUNCT	.
"""The"	PUNCT	"""The"
only	ADV	only
unofficial	ADJ	unofficial
consulting	NOUN	consulting
detective	NOUN	detective
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
answered	VERB	answer
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
am	AUX	be
the	DET	the
last	ADJ	last
and	CCONJ	and
highest	ADJ	high
court	NOUN	court
of	ADP	of
appeal	NOUN	appeal
in	ADP	in
detection	NOUN	detection
.	PUNCT	.
When	ADV	when
Gregson	PROPN	Gregson
or	CCONJ	or
Lestrade	PROPN	Lestrade
or	CCONJ	or
Athelney	PROPN	Athelney
Jones	PROPN	Jones
are	VERB	be
out	SCONJ	out
of	ADP	of
their	PRON	their
depths	NOUN	depth
---	PUNCT	---
which	DET	which
,	PUNCT	,
by	ADP	by
the	DET	the
way	NOUN	way
,	PUNCT	,
is	AUX	be
their	PRON	their
normal	ADJ	normal
state	NOUN	state
---	PUNCT	---
the	DET	the
matter	NOUN	matter
is	AUX	be
laid	VERB	lay
before	ADP	before
me	PRON	I
.	PUNCT	.
I	PRON	I
examine	VERB	examine
the	DET	the
data	NOUN	datum
,	PUNCT	,
as	ADP	as
an	DET	an
expert	NOUN	expert
,	PUNCT	,
and	CCONJ	and
pronounce	VERB	pronounce
a	DET	a
specialist	NOUN	specialist
's	PART	's
opinion	NOUN	opinion
.	PUNCT	.
I	PRON	I
claim	VERB	claim
no	DET	no
credit	NOUN	credit
in	ADP	in
such	ADJ	such
cases	NOUN	case
.	PUNCT	.
My	PRON	my
name	NOUN	name
figures	NOUN	figure
in	ADP	in
no	DET	no
newspaper	NOUN	newspaper
.	PUNCT	.
The	DET	the
work	NOUN	work
itself	PRON	itself
,	PUNCT	,
the	DET	the
pleasure	NOUN	pleasure
of	ADP	of
finding	VERB	find
a	DET	a
field	NOUN	field
for	ADP	for
my	PRON	my
peculiar	ADJ	peculiar
powers	NOUN	power
,	PUNCT	,
is	AUX	be
my	PRON	my
highest	ADJ	high
reward	NOUN	reward
.	PUNCT	.
But	CCONJ	but
you	PRON	you
have	VERB	have
yourself	PRON	yourself
had	VERB	have
some	DET	some
experience	NOUN	experience
of	ADP	of
my	PRON	my
methods	NOUN	method
of	ADP	of
work	NOUN	work
in	ADP	in
the	DET	the
Jefferson	PROPN	Jefferson
Hope	PROPN	Hope
case	NOUN	case
.	PUNCT	.
"""""Yes"	PUNCT	"""""Yes"
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
I	PRON	I
,	PUNCT	,
cordially	ADV	cordially
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
was	AUX	be
never	ADV	never
so	ADV	so
struck	VERB	strike
by	ADP	by
anything	PRON	anything
in	ADP	in
my	PRON	my
life	NOUN	life
.	PUNCT	.
I	PRON	I
even	ADV	even
embodied	VERB	embody
it	PRON	it
in	ADP	in
a	DET	a
small	ADJ	small
brochure	NOUN	brochure
with	ADP	with
the	DET	the
somewhat	ADV	somewhat
fantastic	ADJ	fantastic
title	NOUN	title
of	ADP	of
'	PUNCT	'
A	DET	a
Study	NOUN	study
in	ADP	in
Scarlet	PROPN	Scarlet
.	PUNCT	.
"'""He"	AUX	"'""he"
shook	VERB	shake
his	PRON	his
head	NOUN	head
sadly	ADV	sadly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
glanced	VERB	glance
over	ADP	over
it	PRON	it
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
he	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Honestly	ADV	honestly
,	PUNCT	,
I	PRON	I
can	AUX	can
not	PART	not
congratulate	VERB	congratulate
you	PRON	you
upon	SCONJ	upon
it	PRON	it
.	PUNCT	.
Detection	NOUN	detection
is	AUX	be
,	PUNCT	,
or	CCONJ	or
ought	AUX	ought
to	PART	to
be	VERB	be
,	PUNCT	,
an	DET	an
exact	ADJ	exact
science	NOUN	science
,	PUNCT	,
and	CCONJ	and
should	AUX	should
be	AUX	be
treated	VERB	treat
in	ADP	in
the	DET	the
same	ADJ	same
cold	ADJ	cold
and	CCONJ	and
unemotional	ADJ	unemotional
manner	NOUN	manner
.	PUNCT	.
You	PRON	you
have	AUX	have
attempted	VERB	attempt
to	PART	to
tinge	VERB	tinge
it	PRON	it
with	ADP	with
romanticism	NOUN	romanticism
,	PUNCT	,
which	DET	which
produces	VERB	produce
much	ADV	much
the	DET	the
same	ADJ	same
effect	NOUN	effect
as	ADP	as
if	SCONJ	if
you	PRON	you
worked	VERB	work
a	DET	a
love	NOUN	love
-	PUNCT	-
story	NOUN	story
or	CCONJ	or
an	DET	an
elopement	NOUN	elopement
into	ADP	into
the	DET	the
fifth	ADJ	fifth
proposition	NOUN	proposition
of	ADP	of
Euclid	PROPN	Euclid
.	PUNCT	.
"""""But"	PUNCT	"""""But"
the	DET	the
romance	NOUN	romance
was	AUX	be
there	ADV	there
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
remonstrated	VERB	remonstrate
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
could	AUX	could
not	PART	not
tamper	VERB	tamper
with	ADP	with
the	DET	the
facts	NOUN	fact
.	PUNCT	.
"""""Some"	PUNCT	"""""Some"
facts	NOUN	fact
should	AUX	should
be	AUX	be
suppressed	VERB	suppress
,	PUNCT	,
or	CCONJ	or
at	ADP	at
least	ADJ	least
a	DET	a
just	ADJ	just
sense	NOUN	sense
of	ADP	of
proportion	NOUN	proportion
should	AUX	should
be	AUX	be
observed	VERB	observe
in	ADP	in
treating	VERB	treat
them	PRON	they
.	PUNCT	.
The	DET	the
only	ADJ	only
point	NOUN	point
in	ADP	in
the	DET	the
case	NOUN	case
which	DET	which
deserved	VERB	deserve
mention	NOUN	mention
was	AUX	be
the	DET	the
curious	ADJ	curious
analytical	ADJ	analytical
reasoning	NOUN	reasoning
from	ADP	from
effects	NOUN	effect
to	ADP	to
causes	NOUN	cause
by	ADP	by
which	DET	which
I	PRON	I
succeeded	VERB	succeed
in	ADP	in
unraveling	VERB	unravel
it	PRON	it
.	PUNCT	.
"""I"	PUNCT	"""I"
was	AUX	be
annoyed	VERB	annoy
at	ADP	at
this	DET	this
criticism	NOUN	criticism
of	ADP	of
a	DET	a
work	NOUN	work
which	DET	which
had	AUX	have
been	AUX	be
specially	ADV	specially
designed	VERB	design
to	PART	to
please	VERB	please
him	PRON	he
.	PUNCT	.
I	PRON	I
confess	VERB	confess
,	PUNCT	,
too	ADV	too
,	PUNCT	,
that	SCONJ	that
I	PRON	I
was	AUX	be
irritated	ADJ	irritated
by	ADP	by
the	DET	the
egotism	NOUN	egotism
which	DET	which
seemed	VERB	seem
to	PART	to
demand	VERB	demand
that	SCONJ	that
every	DET	every
line	NOUN	line
of	ADP	of
my	PRON	my
pamphlet	NOUN	pamphlet
should	AUX	should
be	AUX	be
devoted	ADJ	devoted
to	ADP	to
his	PRON	his
own	ADJ	own
special	ADJ	special
doings	NOUN	doing
.	PUNCT	.
More	ADJ	More
than	SCONJ	than
once	ADV	once
during	ADP	during
the	DET	the
years	NOUN	year
that	DET	that
I	PRON	I
had	AUX	have
lived	VERB	live
with	ADP	with
him	PRON	he
in	ADP	in
Baker	PROPN	Baker
Street	PROPN	Street
I	PRON	I
had	AUX	have
observed	VERB	observe
that	SCONJ	that
a	DET	a
small	ADJ	small
vanity	NOUN	vanity
underlay	NOUN	underlay
my	PRON	my
companion	NOUN	companion
's	PART	's
quiet	ADJ	quiet
and	CCONJ	and
didactic	ADJ	didactic
manner	NOUN	manner
.	PUNCT	.
I	PRON	I
made	VERB	make
no	DET	no
remark	NOUN	remark
,	PUNCT	,
however	ADV	however
,	PUNCT	,
but	CCONJ	but
sat	AUX	sat
nursing	VERB	nurse
my	PRON	my
wounded	VERB	wound
leg	NOUN	leg
.	PUNCT	.
I	PRON	I
had	VERB	have
a	DET	a
Jezail	PROPN	Jezail
bullet	NOUN	bullet
through	ADP	through
it	PRON	it
some	DET	some
time	NOUN	time
before	ADV	before
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
though	SCONJ	though
it	PRON	it
did	AUX	do
not	PART	not
prevent	VERB	prevent
me	PRON	I
from	ADP	from
walking	VERB	walk
,	PUNCT	,
it	PRON	it
ached	VERB	ache
wearily	ADV	wearily
at	ADP	at
every	DET	every
change	NOUN	change
of	ADP	of
the	DET	the
weather	NOUN	weather
.	PUNCT	.
"""My"	NOUN	"""my"
practice	NOUN	practice
has	AUX	have
extended	VERB	extend
recently	ADV	recently
to	ADP	to
the	DET	the
Continent	NOUN	continent
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Holmes	PROPN	Holmes
,	PUNCT	,
after	ADP	after
a	DET	a
while	NOUN	while
,	PUNCT	,
filling	VERB	fill
up	ADP	up
his	PRON	his
old	ADJ	old
brier	ADJ	bri
-	PUNCT	-
root	NOUN	root
pipe	NOUN	pipe
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
was	AUX	be
consulted	VERB	consult
last	ADJ	last
week	NOUN	week
by	ADP	by
Francois	PROPN	Francois
Le	PROPN	Le
Villard	PROPN	Villard
,	PUNCT	,
who	PRON	who
,	PUNCT	,
as	ADP	as
you	PRON	you
probably	ADV	probably
know	VERB	know
,	PUNCT	,
has	AUX	have
come	VERB	come
rather	ADV	rather
to	ADP	to
the	DET	the
front	NOUN	front
lately	ADV	lately
in	ADP	in
the	DET	the
French	ADJ	french
detective	NOUN	detective
service	NOUN	service
.	PUNCT	.
He	PRON	he
has	VERB	have
all	DET	all
the	DET	the
Celtic	ADJ	celtic
power	NOUN	power
of	ADP	of
quick	ADJ	quick
intuition	NOUN	intuition
,	PUNCT	,
but	CCONJ	but
he	PRON	he
is	VERB	be
deficient	ADJ	deficient
in	ADP	in
the	DET	the
wide	ADJ	wide
range	NOUN	range
of	ADP	of
exact	ADJ	exact
knowledge	NOUN	knowledge
which	DET	which
is	VERB	be
essential	ADJ	essential
to	ADP	to
the	DET	the
higher	ADJ	high
developments	NOUN	development
of	ADP	of
his	PRON	his
art	NOUN	art
.	PUNCT	.
The	DET	the
case	NOUN	case
was	AUX	be
concerned	VERB	concern
with	ADP	with
a	DET	a
will	NOUN	will
,	PUNCT	,
and	CCONJ	and
possessed	VERB	possess
some	DET	some
features	NOUN	feature
of	ADP	of
interest	NOUN	interest
.	PUNCT	.
I	PRON	I
was	AUX	be
able	ADJ	able
to	PART	to
refer	VERB	refer
him	PRON	he
to	ADP	to
two	NUM	two
parallel	ADJ	parallel
cases	NOUN	case
,	PUNCT	,
the	DET	the
one	NUM	one
at	ADP	at
Riga	PROPN	Riga
in	ADP	in
1857	NUM	1857
,	PUNCT	,
and	CCONJ	and
the	DET	the
other	ADJ	other
at	ADP	at
St.	PROPN	St.
Louis	PROPN	Louis
in	ADP	in
1871	NUM	1871
,	PUNCT	,
which	DET	which
have	AUX	have
suggested	VERB	suggest
to	ADP	to
him	PRON	he
the	DET	the
true	ADJ	true
solution	NOUN	solution
.	PUNCT	.
Here	ADV	here
is	AUX	be
the	DET	the
letter	NOUN	letter
which	DET	which
I	PRON	I
had	VERB	have
this	DET	this
morning	NOUN	morning
acknowledging	VERB	acknowledge
my	PRON	my
assistance	NOUN	assistance
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
tossed	VERB	toss
over	ADP	over
,	PUNCT	,
as	ADP	as
he	PRON	he
spoke	VERB	speak
,	PUNCT	,
a	DET	a
crumpled	ADJ	crumpled
sheet	NOUN	sheet
of	ADP	of
foreign	ADJ	foreign
notepaper	NOUN	notepaper
.	PUNCT	.
I	PRON	I
glanced	VERB	glance
my	PRON	my
eyes	NOUN	eye
down	ADP	down
it	PRON	it
,	PUNCT	,
catching	VERB	catch
a	DET	a
profusion	NOUN	profusion
of	ADP	of
notes	NOUN	note
of	ADP	of
admiration	NOUN	admiration
,	PUNCT	,
with	ADP	with
stray	ADJ	stray
""""	PUNCT	""""
magnifiques	NOUN	magnifique
,	PUNCT	,
""""	PUNCT	""""
""""	PUNCT	""""
coup	NOUN	coup
-	PUNCT	-
de	NOUN	de
-	PUNCT	-
maitres	NOUN	maitre
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
""""	PUNCT	""""
tours	NOUN	tour
-	PUNCT	-
de	NOUN	de
-	NOUN	-
force	NOUN	force
,	PUNCT	,
""""	PUNCT	""""
all	DET	all
testifying	VERB	testify
to	ADP	to
the	DET	the
ardent	ADJ	ardent
admiration	NOUN	admiration
of	ADP	of
the	DET	the
Frenchman	PROPN	Frenchman
.	PUNCT	.
"""He"	PUNCT	"""He"
speaks	VERB	speak
as	ADP	as
a	DET	a
pupil	NOUN	pupil
to	ADP	to
his	PRON	his
master	NOUN	master
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
"I.""Oh"	NUM	"i.""oh"
,	PUNCT	,
he	PRON	he
rates	VERB	rate
my	PRON	my
assistance	NOUN	assistance
too	ADV	too
highly	ADV	highly
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Sherlock	PROPN	Sherlock
Holmes	PROPN	Holmes
,	PUNCT	,
lightly	ADV	lightly
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
has	VERB	have
considerable	ADJ	considerable
gifts	NOUN	gift
himself	PRON	himself
.	PUNCT	.
He	PRON	he
possesses	VERB	possess
two	NUM	two
out	SCONJ	out
of	ADP	of
the	DET	the
three	NUM	three
qualities	NOUN	quality
necessary	ADJ	necessary
for	ADP	for
the	DET	the
ideal	ADJ	ideal
detective	NOUN	detective
.	PUNCT	.
He	PRON	he
has	VERB	have
the	DET	the
power	NOUN	power
of	ADP	of
observation	NOUN	observation
and	CCONJ	and
that	DET	that
of	ADP	of
deduction	NOUN	deduction
.	PUNCT	.
He	PRON	he
is	AUX	be
only	ADV	only
wanting	VERB	want
in	ADP	in
knowledge	NOUN	knowledge
;	PUNCT	;
and	CCONJ	and
that	DET	that
may	AUX	may
come	VERB	come
in	ADP	in
time	NOUN	time
.	PUNCT	.
He	PRON	he
is	AUX	be
now	ADV	now
translating	VERB	translate
my	PRON	my
small	ADJ	small
works	NOUN	work
into	ADP	into
French	PROPN	French
.	PUNCT	.
"""""Your"	PUNCT	"""""Your"
"works?""""Oh"	NOUN	"works?""""oh"
